epoch,train_loss,val_loss
1,0.4948352710310235,0.0966705907360617
2,0.2842028491302593,0.06914444039295237
3,0.2122963131882727,0.06258128161530897
4,0.1714812984612388,0.052132184534187775
5,0.1490155632679279,0.036067671104367954
6,0.1338470673649481,0.03683175680687629
7,0.11900830755529855,0.03541876583707979
8,0.1099783711528977,0.03276681073728096
9,0.10270345075689498,0.03575266321156039
10,0.09476720747348884,0.03185073615287442
11,0.08888564720211259,0.02965761385409229
12,0.0818972565986361,0.03340896642261959
13,0.07805789450565016,0.02877524228968534
14,0.07507986384370573,0.027835626727396465
15,0.07439700655217962,0.029122239925775183
16,0.06984656181486809,0.035285141013831976
17,0.06693721012496308,0.02777629347001932
18,0.06365698352387042,0.02190059787223497
19,0.06047600892694379,0.034554484464138384
20,0.06069098048540483,0.03944563793399966
21,0.05759685337474437,0.024162288647459215
22,0.053905446917177684,0.03266284184822117
23,0.05392420362056241,0.02881863505231688
24,0.05337375992972946,0.03429077062755823
25,0.052268192967515614,0.02632081229464117
26,0.05242700361481853,0.021934995968568037
27,0.04849902783435069,0.03994153375367084
28,0.04762282442021856,0.021024888307304986
29,0.04899794697464617,0.028663320864090718
30,0.04804246012152512,0.026080489023981326
31,0.04440213798219899,0.03357370234577053
32,0.04462780596703926,0.029836777857987277
33,0.045494116266863116,0.02757619221257158
34,0.04254306826336556,0.03257610308881625
35,0.043404519542416455,0.03309471862817026
36,0.04057100854254741,0.027883115523012286
37,0.040519153249412916,0.02111323345676962
38,0.04068297188490823,0.022033948866448487
39,0.04013632118729555,0.02197564377124051
40,0.039027227523483754,0.02473114539072456
41,0.03791466038794955,0.021725804919758476
42,0.03856010786892088,0.021947126959012932
43,0.03663681624897439,0.029143038540180907
44,0.03757045384948733,0.022709529855883266
45,0.03852125397116029,0.021396078796586
46,0.037681889335820805,0.02342473870390151
47,0.03633257951984481,0.02481665204178138
48,0.03645607682153845,0.024056174118543067
49,0.03420825279227167,0.020582371104104692
50,0.033227061344253676,0.018245852557964713
51,0.03407584887457126,0.020783595445689307
52,0.03318653901740287,0.014894933734897031
53,0.03269453158911121,0.017516854391938234
54,0.03317322209201221,0.018713456946593453
55,0.03237084516766891,0.016055178269743918
56,0.03243220931262579,0.028935401759907064
57,0.031887448472389474,0.020817506673510174
58,0.03128575072921571,0.01756597754085459
59,0.030822417397911733,0.021997786526489687
60,0.02941765014886635,0.02126535860125918
61,0.029812150335317415,0.015294701944902001
62,0.029749987410438404,0.01910611149035843
63,0.029362128200605027,0.023211646197273967
64,0.028040640014012286,0.02052161973081978
65,0.02811551882856913,0.01638090315734945
66,0.028821878696587266,0.019664311328207153
67,0.028291610335591105,0.017069430309291703
68,0.02744972873772594,0.021985686746010757
69,0.027321451267122227,0.014586976351193994
70,0.026977760875226447,0.019422325986179424
71,0.0265465933221899,0.019431483861148718
72,0.026836403179654817,0.01776552411099245
73,0.02661170055425145,0.01369118413338101
74,0.02621812023208636,0.01863615639754627
75,0.026270551449231686,0.024919202598372856
76,0.026003800190992108,0.021179287972669287
77,0.025040642724159252,0.019981595636513756
78,0.0248481170150889,0.014820880684103952
79,0.025160501136567936,0.016670530722532644
80,0.025111337762888767,0.015772885741127365
81,0.024307626969525393,0.011712202383205295
82,0.02489600707850211,0.01661897285403796
83,0.024251663301267812,0.016926740535467593
84,0.023444114818623542,0.01608320215313011
85,0.024175914106985504,0.017788926528273036
86,0.023753738524504454,0.01777328342754753
87,0.023392597043522537,0.014388108026819776
88,0.023369108074179835,0.015570671845182597
89,0.02331230142796835,0.016480332926611406
90,0.023801896057546526,0.018562285806310464
91,0.023580489317309095,0.01686824669062822
92,0.023032428263285238,0.016777861462793794
93,0.023543673967795862,0.018130871153952757
94,0.02279953071303783,0.014301014005161643
95,0.022931055450834424,0.015133844729771008
96,0.023311001381407855,0.01611945274600153
97,0.022773912967466666,0.016573029314728836
98,0.023282936984626534,0.016711799543160183
99,0.022684707624131713,0.019649345676852278
100,0.02307939969635015,0.014385620240649455
